Timestamp              ,InitDurationInMS,DurationInMS,BilledDurationInMS,MemorySetInMB,MemoryUsedInMB
2020-08-08 22:20:16.393,164.01          ,11.63       ,100               ,128          ,65
2020-08-08 22:20:15.911,144.21          ,5.79        ,100               ,128          ,65
2020-08-08 22:20:15.439,121.33          ,4.3         ,100               ,128          ,65
2020-08-08 22:20:14.975,141.56          ,12.44       ,100               ,128          ,65
2020-08-08 22:20:14.535,168.13          ,5.57        ,100               ,128          ,65
2020-08-08 22:20:13.949,157.82          ,13.75       ,100               ,128          ,65
2020-08-08 22:20:13.416,211.91          ,19.48       ,100               ,128          ,64
2020-08-08 22:20:12.800,163.17          ,30.61       ,100               ,128          ,65
2020-08-08 22:20:12.286,176.93          ,11.12       ,100               ,128          ,65
2020-08-08 22:20:11.781,178.24          ,37.14       ,100               ,128          ,65
2020-08-08 22:20:11.221,132.69          ,20.01       ,100               ,128          ,65
2020-08-08 22:20:10.561,206.55          ,9.7         ,100               ,128          ,65
2020-08-08 22:20:09.988,140.99          ,6           ,100               ,128          ,65
2020-08-08 22:20:09.005,149.55          ,7.87        ,100               ,128          ,65
2020-08-08 22:20:08.532,225.88          ,19.89       ,100               ,128          ,65
2020-08-08 22:20:07.951,355.81          ,22.19       ,100               ,128          ,65
2020-08-08 22:20:07.171,126.69          ,2.68        ,100               ,128          ,65
2020-08-08 22:20:06.491,149.38          ,16.2        ,100               ,128          ,65
2020-08-08 22:20:06.007,134.34          ,15.24       ,100               ,128          ,65
2020-08-08 22:20:05.539,163.46          ,25.36       ,100               ,128          ,65
2020-08-08 22:20:04.824,133.39          ,9.14        ,100               ,128          ,64
2020-08-08 22:19:21.806,154.33          ,4.56        ,100               ,128          ,64
