Timestamp              ,InitDurationInMS,DurationInMS,BilledDurationInMS,MemorySetInMB,MemoryUsedInMB
2020-08-08 21:48:23.094,214.11          ,4784.14     ,4800              ,128          ,95
2020-08-08 21:48:17.797,207.69          ,4711.01     ,4800              ,128          ,95
2020-08-08 21:48:12.577,225.24          ,4725.85     ,4800              ,128          ,96
2020-08-08 21:48:07.335,309.22          ,4915.63     ,5000              ,128          ,95
2020-08-08 21:48:01.784,195.85          ,4574.51     ,4600              ,128          ,96
2020-08-08 21:47:56.677,224.92          ,4972.71     ,5000              ,128          ,96
2020-08-08 21:47:51.175,216.93          ,4806.34     ,4900              ,128          ,96
2020-08-08 21:47:45.885,225.02          ,4730.06     ,4800              ,128          ,96
2020-08-08 21:47:40.618,210.88          ,4752.27     ,4800              ,128          ,96
2020-08-08 21:47:35.194,237.01          ,4927.92     ,5000              ,128          ,95
2020-08-08 21:47:24.328,209.97          ,4745.3      ,4800              ,128          ,96
2020-08-08 21:47:18.995,222.73          ,4707.11     ,4800              ,128          ,95
2020-08-08 21:47:08.542,276.86          ,4835.04     ,4900              ,128          ,95
2020-08-08 21:47:03.104,227.85          ,4818.76     ,4900              ,128          ,96
2020-08-08 21:46:57.732,229.39          ,4696.58     ,4700              ,128          ,96
2020-08-08 21:46:52.449,218.42          ,4888.73     ,4900              ,128          ,95
2020-08-08 21:46:46.989,217.94          ,4753.11     ,4800              ,128          ,96
2020-08-08 21:46:41.706,227.63          ,4669.6      ,4700              ,128          ,96
2020-08-08 21:46:36.526,218.99          ,4719.03     ,4800              ,128          ,95
2020-08-08 21:46:31.165,206.17          ,4644.44     ,4700              ,128          ,96
2020-08-08 21:46:25.994,227.29          ,4814.41     ,4900              ,128          ,95
2020-08-08 21:46:20.626,236.06          ,5037.99     ,5100              ,128          ,96
2020-08-08 21:46:15.061,210.87          ,4720.39     ,4800              ,128          ,95
2020-08-08 21:46:09.783,233.12          ,4814.15     ,4900              ,128          ,95
2020-08-08 21:46:04.397,218.16          ,4708.08     ,4800              ,128          ,95
2020-08-08 21:45:59.135,228.96          ,4914.5      ,5000              ,128          ,96
2020-08-08 21:45:53.677,213.01          ,4836.77     ,4900              ,128          ,96
2020-08-08 21:45:48.308,234.12          ,4906.08     ,5000              ,128          ,96
2020-08-08 21:45:42.774,224.7           ,4749.88     ,4800              ,128          ,95
2020-08-08 21:45:37.383,216.27          ,4686.27     ,4700              ,128          ,96
2020-08-08 21:45:32.184,216.09          ,4725.6      ,4800              ,128          ,96
2020-08-08 21:45:26.784,255.67          ,4845.19     ,4900              ,128          ,96
2020-08-08 21:45:20.827,229.19          ,4890.5      ,4900              ,128          ,96
2020-08-08 21:45:15.123,255.2           ,4767.32     ,4800              ,128          ,96
2020-08-08 21:45:09.788,318.7           ,4765.67     ,4800              ,128          ,96
2020-08-08 21:45:04.272,206.54          ,4765.2      ,4800              ,128          ,96
2020-08-08 21:44:58.989,227.49          ,4905.77     ,5000              ,128          ,96
