Timestamp              ,InitDurationInMS,DurationInMS,BilledDurationInMS,MemorySetInMB,MemoryUsedInMB
2020-08-08 20:27:02.169,28.68           ,4468.62     ,4500              ,128          ,72
2020-08-08 20:26:57.136,21.36           ,4724.39     ,4800              ,128          ,73
2020-08-08 20:26:51.881,24.74           ,4669.93     ,4700              ,128          ,73
2020-08-08 20:26:46.621,29.48           ,4651.46     ,4700              ,128          ,72
2020-08-08 20:26:41.441,27.87           ,4689.33     ,4700              ,128          ,72
2020-08-08 20:26:36.222,24.09           ,4843.94     ,4900              ,128          ,73
2020-08-08 20:26:30.828,22.18           ,4625.45     ,4700              ,128          ,72
2020-08-08 20:26:25.678,29.07           ,4636.2      ,4700              ,128          ,72
2020-08-08 20:26:20.441,26.09           ,4585.69     ,4600              ,128          ,72
2020-08-08 20:26:15.315,22.39           ,4780.61     ,4800              ,128          ,72
2020-08-08 20:26:10.007,21.22           ,4626.8      ,4700              ,128          ,73
2020-08-08 20:26:04.866,21.32           ,4665.67     ,4700              ,128          ,72
2020-08-08 20:25:59.623,23.87           ,4726.18     ,4800              ,128          ,73
2020-08-08 20:25:54.348,21.94           ,4506.07     ,4600              ,128          ,72
2020-08-08 20:25:49.350,27.69           ,4573.46     ,4600              ,128          ,72
2020-08-08 20:25:44.268,26.2            ,4613.01     ,4700              ,128          ,72
2020-08-08 20:25:39.112,25.66           ,4691.86     ,4700              ,128          ,72
2020-08-08 20:25:33.823,25.09           ,4921.39     ,5000              ,128          ,72
2020-08-08 20:25:23.144,31.33           ,4764.74     ,4800              ,128          ,72
2020-08-08 20:23:09.751,25.04           ,4660.7      ,4700              ,128          ,72
2020-08-08 20:23:04.514,27.47           ,4557.45     ,4600              ,128          ,72
2020-08-08 20:22:59.386,28              ,4729.02     ,4800              ,128          ,72
2020-08-08 20:19:51.684,                ,0.41        ,100               ,128          ,72
2020-08-08 20:19:50.172,                ,0.39        ,100               ,128          ,72
2020-08-08 20:19:45.307,31.27           ,4617.76     ,4700              ,128          ,72
